Entity,Code,Year,Lower_secondary_education,Pre-primary_education,Primary_education,Tertiary_education_programmes,Upper_secondary_education,Total
Dominica,DMA,2014,260,128,540,,256,924
Dominican Republic,DOM,1971,,,13796,,,13796
Dominican Republic,DOM,1972,,,14782,,,14782
Dominican Republic,DOM,1973,,,15216,,,15216
Dominican Republic,DOM,1974,,,15821,,,15821
Dominican Republic,DOM,1975,,,16824,,,16824
Dominican Republic,DOM,1976,,,17932,,,17932
Dominican Republic,DOM,1983,,,23578,,,23578
Dominican Republic,DOM,1985,,,27751,,,27751
Dominican Republic,DOM,1986,,,,6539,,6539
Dominican Republic,DOM,1997,,9308,,9041,,18349
Dominican Republic,DOM,1998,,8571,41329,,,49900
Dominican Republic,DOM,1999,,8201,42184,,13687,64072
Dominican Republic,DOM,2000,,9474,43941,,14413,67828
Dominican Republic,DOM,2002,,7236,42929,,14814,64979
Dominican Republic,DOM,2003,,8015,,11111,,19126
Dominican Republic,DOM,2004,11874,8879,50791,,17074,76744
Dominican Republic,DOM,2005,12394,8924,53015,,18189,80128
Dominican Republic,DOM,2006,12832,8188,54838,,19868,82894
Dominican Republic,DOM,2007,13265,9730,56744,,18445,84919
Dominican Republic,DOM,2008,15699,9183,66539,,21465,97187
Dominican Republic,DOM,2009,14146,10148,52937,,20527,83612
Dominican Republic,DOM,2010,11876,10260,51615,,20208,82083
Dominican Republic,DOM,2011,11695,10152,51464,,19594,81210
Dominican Republic,DOM,2012,12262,9834,54322,17385,18778,100319
Dominican Republic,DOM,2013,12647,11425,54959,,20638,87022
Dominican Republic,DOM,2014,14336,12989,61659,17392,29234,121274
East Asia & Pacific,,1970,,,4818551,244784.6406,,5063335.641
East Asia & Pacific,,1971,,,4980128,246076.1406,,5226204.141
East Asia & Pacific,,1972,,,5508657.5,246519.1875,,5755176.688
East Asia & Pacific,,1973,,176390.9531,5841678,258778.9063,,6276847.859
East Asia & Pacific,,1974,,184319.0625,6178144,287821.5,,6650284.563
East Asia & Pacific,,1975,,213445.6719,6494558,309806.0938,,7017809.766
East Asia & Pacific,,1976,,347206.7813,6811013,326074.6563,,7484294.438
East Asia & Pacific,,1977,,629018.75,6828766,343936.875,,7801721.625
East Asia & Pacific,,1978,,464569.2813,6842424,375103.4063,,7682096.688
East Asia & Pacific,,1979,,413786,6907552.5,421213.0938,,7742551.594
East Asia & Pacific,,1980,,449193.0313,7169247.5,440051.3125,,8058491.844
East Asia & Pacific,,1981,,570844.25,7381427.5,493282.25,,8445554
East Asia & Pacific,,1982,,567856.9375,7570162,517436.0938,,8655455.031
East Asia & Pacific,,1983,,587459,7643484,581786.4375,,8812729.438
East Asia & Pacific,,1984,,610344.9375,7679690,568221.375,,8858256.313
East Asia & Pacific,,1985,,680435.0625,7713353.5,647173.5,,9040962.063
East Asia & Pacific,,1986,,755412.8125,7775369.5,697138.9375,,9227921.25
East Asia & Pacific,,1987,,843837.5625,7860345,789124.5625,,9493307.125
East Asia & Pacific,,1988,,923177.4375,7934682,825454.0625,,9683313.5
East Asia & Pacific,,1989,,963993.75,8034983,848437.1875,,9847413.938
East Asia & Pacific,,1990,,1008410.125,8121201,845082.25,,9974693.375
East Asia & Pacific,,1991,,1041167.063,8148115.5,825796.625,,10015079.19
East Asia & Pacific,,1992,,1074512.75,8124072.5,805910.1875,,10004495.44
East Asia & Pacific,,1993,,1135156.125,8151350.5,800812.875,,10087319.5
East Asia & Pacific,,1994,3841994.25,1175483.125,8195467.5,893445.4375,1652800.25,11917196.31
East Asia & Pacific,,1995,3842940.5,1211994,8285448,924082.125,1806712.5,12228236.63
East Asia & Pacific,,1996,3986703,1223038.625,8377882,926900.875,1931338.75,12459160.25
East Asia & Pacific,,1997,4135648.75,1253703.375,8482743,936789.125,1987659.625,12660895.13
East Asia & Pacific,,1998,4262676.5,1261985.5,8587155,991071.3125,2102812.5,12943024.31
East Asia & Pacific,,1999,4416008,1273435.625,8628453,996537,2274470.75,13172896.38
East Asia & Pacific,,2000,4560765.5,1279653,8688640,1025015.813,2165185,13158493.81
East Asia & Pacific,,2001,4666712,1281291.5,8663439,1114501.25,1917097.75,12976329.5
East Asia & Pacific,,2002,4894811,1262911.625,8737019,1251935,2015136,13267001.63
East Asia & Pacific,,2003,4831262,1345021.25,8782121,1325026.5,2457954.75,13910123.5
East Asia & Pacific,,2004,4976823.5,1452146.875,9411863,1443296.625,2615185,14922491.5
East Asia & Pacific,,2005,5127263.5,1552506.875,9077402,2047527.75,2757252,15434688.63
East Asia & Pacific,,2006,5267985.5,1489627.375,9106170,1977701.25,2974941.25,15548439.88
East Asia & Pacific,,2007,5330296,1628495.75,9291709,2134261.5,3481859.75,16536326
East Asia & Pacific,,2008,5383346.5,1741678.25,9143046,2299693.75,3659102.5,16843520.5
East Asia & Pacific,,2009,5382284,1801190.75,9265055,2203747.5,3740225.25,17010218.5
East Asia & Pacific,,2010,5469356,1783423.375,9336603,2316734.5,3793006,17229766.88
East Asia & Pacific,,2011,5401784,1974723.25,9328953,2372106.25,3667395.75,17343178.25
East Asia & Pacific,,2012,5345523,2214488.5,9358339,2423740.5,3739698.5,17736266.5
East Asia & Pacific,,2013,5412775,2430843.75,9585277,,3533751,15549871.75
East Asia & Pacific,,2014,5429035.5,2738445.75,9544776,,3553140,15836361.75
East Asia & Pacific (all income levels),,1970,,237790.6094,5401820,430586.5,,6070197.109
East Asia & Pacific (all income levels),,1971,,249393.5156,5569111,430216.9063,,6248721.422
East Asia & Pacific (all income levels),,1972,,260887.9844,6119192.5,443897.8438,,6823978.328
East Asia & Pacific (all income levels),,1973,,274948.125,6462595,462728.9688,,7200272.094
East Asia & Pacific (all income levels),,1974,,289825.8438,6809711.5,505727.6875,,7605265.031
East Asia & Pacific (all income levels),,1975,,322054.6875,7142133,534876.375,,7999064.063
East Asia & Pacific (all income levels),,1976,,460535.2813,7458564,566071.375,,8485170.656
East Asia & Pacific (all income levels),,1977,,746964.125,7489913.5,590785.5625,,8827663.188
East Asia & Pacific (all income levels),,1978,,587088.875,7516863.5,634497.0625,,8738449.438
East Asia & Pacific (all income levels),,1979,,539457,7597108.5,681112.375,,8817677.875
East Asia & Pacific (all income levels),,1980,,578308.375,7891552.5,709839.4375,,9179700.313
East Asia & Pacific (all income levels),,1981,,701803.1875,8115265.5,765791,,9582859.688
East Asia & Pacific (all income levels),,1982,,698475.9375,8313863,801129.875,,9813468.813
East Asia & Pacific (all income levels),,1983,,718311,8394753,873894.3125,,9986958.313
East Asia & Pacific (all income levels),,1984,,744147.25,8435746,868580.8125,,10048474.06
East Asia & Pacific (all income levels),,1985,,815883.625,8456089,958690.3125,,10230662.94
East Asia & Pacific (all income levels),,1986,,892833,8505981,1017649.813,,10416463.81
East Asia & Pacific (all income levels),,1987,,983916.3125,8585134,1118811.875,,10687862.19
East Asia & Pacific (all income levels),,1988,,1064436.25,8658419,1183845.75,,10906701
East Asia & Pacific (all income levels),,1989,,1108210.625,8759603,1218233.375,,11086047
East Asia & Pacific (all income levels),,1990,,1155886.5,8856541,1235847.875,,11248275.38
East Asia & Pacific (all income levels),,1991,,1193755.5,8886621,1228106.375,,11308482.88
East Asia & Pacific (all income levels),,1992,,1229860.125,8866596,1220858.875,,11317315
East Asia & Pacific (all income levels),,1993,,1284620.25,8882552,1302717.375,,11469889.63
East Asia & Pacific (all income levels),,1994,4342620,1333777.875,8944065,1462074,2219344.25,13959261.13
East Asia & Pacific (all income levels),,1995,4351615,1375040.75,9042581,1489055.875,2380432.25,14287109.88
East Asia & Pacific (all income levels),,1996,4472700.5,1376290.375,9102110,1524905.375,2511190,14514495.75
East Asia & Pacific (all income levels),,1997,4612451.5,1409474.625,9208776,1559427.125,2559484,14737161.75
East Asia & Pacific (all income levels),,1998,4705950,1413889.375,9246395,1634244.875,2682134.5,14976663.75
East Asia & Pacific (all income levels),,1999,4866154,1430142.375,9284815,1657345.625,2850888,15223191
East Asia & Pacific (all income levels),,2000,5010174,1439519.125,9348206,1700429,2749180.5,15237334.63
East Asia & Pacific (all income levels),,2001,5120183,1444077.5,9326537,1802548.875,2495663.75,15068827.13
East Asia & Pacific (all income levels),,2002,5350444.5,1426813,9410611,1965653.125,2605350,15408427.13
East Asia & Pacific (all income levels),,2003,5291572,1505562.125,9468393,2056411.125,3053597,16083963.25
East Asia & Pacific (all income levels),,2004,5442695,1613547.75,10111441,2185559.25,3209536.25,17120084.25
East Asia & Pacific (all income levels),,2005,5595346,1716319.75,9783006,2804793.25,3344052.25,17648171.25
East Asia & Pacific (all income levels),,2006,5736276.5,1655265.5,9818865,2751601.75,3534756,17760488.25
East Asia & Pacific (all income levels),,2007,5804346.5,1795697.75,10009370,2925406.5,4048122,18778596.25
East Asia & Pacific (all income levels),,2008,5861499.5,1910796.5,9865690,3114906.25,4226572.5,19117965.25
East Asia & Pacific (all income levels),,2009,5861616.5,1969622.25,9997762,3040675.25,4315474,19323533.5
East Asia & Pacific (all income levels),,2010,5950665.5,1999487.375,10081813,3167902.25,4367454,19616656.63
East Asia & Pacific (all income levels),,2011,5887651.5,2195318,10084161,3236809,4261555.5,19777843.5
East Asia & Pacific (all income levels),,2012,5836628,2449577.25,10119954,3293407.5,4340850.5,20203789.25
East Asia & Pacific (all income levels),,2013,5908489.5,2676873.5,10351777,3416016.25,4129815,20574481.75
East Asia & Pacific (all income levels),,2014,5913496,2985570.5,10309122,,4151976.75,17446669.25
Ecuador,ECU,1971,,417,26609,2867,,29893
Ecuador,ECU,1972,,421,27471,,,27892
Ecuador,ECU,1973,,505,28380,,,28885
Ecuador,ECU,1974,,540,29569,,,30109
Ecuador,ECU,1975,,643,31054,,,31697
Ecuador,ECU,1976,,778,32279,,,33057
Ecuador,ECU,1977,,878,34999,,,35877
Ecuador,ECU,1978,,1004,36783,,,37787
Ecuador,ECU,1979,,1299,37665,10560,,49524
Ecuador,ECU,1980,,1520,39830,11360,,52710
Ecuador,ECU,1981,,1858,42415,,,44273
Ecuador,ECU,1982,,2034,45459,,,47493
Ecuador,ECU,1983,,2331,45225,11690,,59246
Ecuador,ECU,1984,,2777,50347,12000,,65124
Ecuador,ECU,1985,,3591,52733,,,56324
Ecuador,ECU,1986,,3846,53683,,,57529
Ecuador,ECU,1987,,4220,55568,,,59788
Ecuador,ECU,1988,,4756,58326,12450,,75532
Ecuador,ECU,1989,,4957,62451,,,67408
Ecuador,ECU,1990,,5473,60608,12670,,78751
Ecuador,ECU,1991,,6301,61039,12856,,80196
Ecuador,ECU,1992,,5799,63845,,,69644
Ecuador,ECU,1993,,5895,63347,,,69242
Ecuador,ECU,1994,,6980,63500,,,70480
Ecuador,ECU,1995,,8246,67446,15832,,91524
Ecuador,ECU,1996,,9296,70162,,,79458
Ecuador,ECU,1997,,9980,74601,14972,,99553
Ecuador,ECU,1998,,11029,76770,,,87799
Ecuador,ECU,1999,,10152,80176,,,90328
Ecuador,ECU,2000,39330,13008,82809,,28218,124035
Ecuador,ECU,2001,40217,13755,84758,15271,28746,142530
Ecuador,ECU,2002,41643,11615,81021,,29532,122168
Ecuador,ECU,2003,43258,12344,83736,,30026,126106
Ecuador,ECU,2004,43817,13285,86012,,30868,130165
Ecuador,ECU,2005,43476,13598,87247,,32267,133112
Ecuador,ECU,2006,44094,15153,89115,,32723,136991
Ecuador,ECU,2007,44563,17202,90366,22714,33341,163623
Ecuador,ECU,2008,,,,26910,,26910
Ecuador,ECU,2009,,,120064,,,120064
Ecuador,ECU,2010,68188,34576,111556,,63973,210105
Ecuador,ECU,2011,71566,37422,117062,,64450,218934
Ecuador,ECU,2012,70605,39456,116411,39371,62262,257500
Ecuador,ECU,2013,70108,29670,112800,,60531,203001
Ecuador,ECU,2014,69334,,87652,,31564,119216
Egypt,EGY,1971,,632,99918,14250,,114800
Egypt,EGY,1972,,796,,15109,,15905
Egypt,EGY,1973,,859,,16527,,17386
Egypt,EGY,1974,,895,,18143,,19038
Egypt,EGY,1975,,,,19119,,19119
Egypt,EGY,1976,,,118251,,,118251
Egypt,EGY,1977,,,126397,,,126397
Egypt,EGY,1978,,1399,124263,,,125662
Egypt,EGY,1979,,1343,127021,,,128364
Egypt,EGY,1980,,1790,137045,,,138835
Egypt,EGY,1982,,1731,141375,,,143106
Egypt,EGY,1983,,,165308,34261,,199569
Egypt,EGY,1984,,,170904,33200,,204104
Egypt,EGY,1985,,,,34500,,34500
Egypt,EGY,1986,,,194929,31903,,226832
Egypt,EGY,1987,,3414,211092,,,214506
Egypt,EGY,1988,,4067,235586,,,239653
Egypt,EGY,1989,,5855,373572,,,379427
Egypt,EGY,1990,,5094,261613,,,266707
Egypt,EGY,1991,,8015,279315,,,287330
Egypt,EGY,1992,,9384,273055,,,282439
Egypt,EGY,1993,,9184,288891,,,298075
Egypt,EGY,1994,,9692,288939,,,298631
Egypt,EGY,1995,,9216,291400,,,300616
Egypt,EGY,1996,,10913,302916,,,313829
Egypt,EGY,1997,,12050,356499,,,368549
Egypt,EGY,1998,,,357000,,,357000
Egypt,EGY,1999,207272,13673,345981,,246695,606349
Egypt,EGY,2000,219927,,345828,,253786,599614
Egypt,EGY,2001,229722,17327,352911,,260925,631163
Egypt,EGY,2002,226247,17718,349182,,254438,621338
Egypt,EGY,2003,231738,18924,354902,72592,253448,699866
Egypt,EGY,2004,230889,19425,362679,80658,256820,719582
Egypt,EGY,2005,,22897,373104,,,396001
Egypt,EGY,2006,,22971,376698,,,399669
Egypt,EGY,2007,,23370,368785,,,392155
Egypt,EGY,2008,,23984,,,,23984
Egypt,EGY,2009,272359,,382488,,276985,659473
Egypt,EGY,2010,,33139,380111,,268831,682081
Egypt,EGY,2013,284079,38511,477980,98734,,615225
Egypt,EGY,2014,290710,42185,480824,106577,280805,910391
El Salvador,SLV,1970,,737,,751,,1488
El Salvador,SLV,1971,,712,,,,712
El Salvador,SLV,1972,,724,,,,724
El Salvador,SLV,1973,,652,,1620,,2272
El Salvador,SLV,1974,,,,1951,,1951
El Salvador,SLV,1975,,,,2137,,2137
El Salvador,SLV,1978,,,,2556,,2556
El Salvador,SLV,1980,,1036,,,,1036
El Salvador,SLV,1981,,1055,,,,1055
El Salvador,SLV,1982,,961,,,,961
El Salvador,SLV,1983,,1100,,2888,,3988
El Salvador,SLV,1984,,1144,,3806,,4950
El Salvador,SLV,1985,,,,4197,,4197
El Salvador,SLV,1986,,,,4789,,4789
El Salvador,SLV,1987,,1989,,,,1989
El Salvador,SLV,1988,,1769,,,,1769
El Salvador,SLV,1990,,,,4216,,4216
El Salvador,SLV,1994,,,,5804,,5804
El Salvador,SLV,1995,,5129,,6304,,11433
El Salvador,SLV,1996,,6009,,5919,,11928
El Salvador,SLV,1999,,,,7285,,7285
El Salvador,SLV,2000,,,,7501,,7501
El Salvador,SLV,2001,,,,7027,,7027
El Salvador,SLV,2002,,,,7331,,7331
El Salvador,SLV,2003,10179,7250,22331,7890,6653,44124
El Salvador,SLV,2004,10324,7269,22649,8053,6875,44846
El Salvador,SLV,2005,11022,7288,24179,8070,7104,46641
El Salvador,SLV,2006,11767,7307,25813,8583,,41703
El Salvador,SLV,2007,12353,7326,27098,8370,7576,50370
El Salvador,SLV,2008,13729,9205,30474,8562,6755,54996
El Salvador,SLV,2009,14777,9422,31077,8893,8030,57422
El Salvador,SLV,2010,,,,9104,,9104
El Salvador,SLV,2011,15819,9318,30755,9291,8737,58101
El Salvador,SLV,2012,,,,9567,,9567
El Salvador,SLV,2013,8678,6677,33390,9303,7419,56789
El Salvador,SLV,2014,,,,9551,,9551
Equatorial Guinea,GNQ,1974,,,630,,,630
Equatorial Guinea,GNQ,1980,,,770,,,770
Equatorial Guinea,GNQ,1981,,,647,,,647
Equatorial Guinea,GNQ,1982,,,664,68,,732
Equatorial Guinea,GNQ,1991,,,,58,,58
Equatorial Guinea,GNQ,1993,,,1352,,,1352
Equatorial Guinea,GNQ,1994,,,1381,,,1381
Equatorial Guinea,GNQ,1999,725,387,1322,,133,1842
Equatorial Guinea,GNQ,2000,761,463,1691,206,133,2493
Equatorial Guinea,GNQ,2001,700,732,1810,,,2542
Equatorial Guinea,GNQ,2003,,,2307,,,2307
Equatorial Guinea,GNQ,2004,,968,,,,968
Equatorial Guinea,GNQ,2008,,1655,2900,,,4555
Equatorial Guinea,GNQ,2009,,,3403,,,3403
Equatorial Guinea,GNQ,2010,,,3131,,,3131
Equatorial Guinea,GNQ,2011,,,3111,,,3111
Equatorial Guinea,GNQ,2012,,2428,3517,,,5945
Eritrea,ERI,1989,,,3163,,,3163
Eritrea,ERI,1990,,,3035,,,3035
Eritrea,ERI,1991,,,2895,,,2895
Eritrea,ERI,1992,,201,3647,,,3848
Eritrea,ERI,1993,,227,4954,,,5181
Eritrea,ERI,1994,,244,5272,,,5516
Eritrea,ERI,1995,,256,5583,136,,5975
Eritrea,ERI,1996,,235,5828,136,,6199
Eritrea,ERI,1997,,207,5476,,,5683
Eritrea,ERI,1998,,,,198,,198
Eritrea,ERI,1999,1208,321,5576,184,1070,7151
Eritrea,ERI,2000,1312,324,6229,250,1189,7992
Eritrea,ERI,2001,1377,326,6668,255,1333,8582
Eritrea,ERI,2002,1529,,7498,255,1568,9321
Eritrea,ERI,2003,1614,410,7691,246,1400,9747
Eritrea,ERI,2004,2241,492,8033,429,1817,10771
Eritrea,ERI,2005,2449,845,7942,,1776,10563
Eritrea,ERI,2006,2491,1030,7711,,1697,10438
Eritrea,ERI,2007,2478,1062,6933,,1947,9942
Eritrea,ERI,2008,2572,1062,7311,,,8373
Eritrea,ERI,2009,3352,1117,7802,620,2292,11831
Eritrea,ERI,2010,3680,1143,7535,628,2733,12039
Eritrea,ERI,2011,3707,1215,7704,,2788,11707
Eritrea,ERI,2012,3867,1296,8166,,3143,12605
Eritrea,ERI,2013,3905,1374,8680,,3076,13130
Eritrea,ERI,2014,,,,620,,620
Estonia,EST,1989,,10040,,,,10040
Estonia,EST,1990,,9957,,,,9957
Estonia,EST,1991,,10917,,,,10917
Estonia,EST,1992,,10165,,,,10165
Estonia,EST,1993,,8698,,,,8698
Estonia,EST,1994,,8163,6580,,,14743
Estonia,EST,1995,,8093,,,,8093
Estonia,EST,1996,,8090,,4025,,12115
Estonia,EST,1997,,8070,,4435,,12505
Estonia,EST,1998,,7000,,,,7000
Estonia,EST,1999,5385,6872,8086,6195,5690,26843
Estonia,EST,2000,6009,6699,8616,5707,5929,26951
Estonia,EST,2001,6117,6577,8315,6538,5716,27146
Estonia,EST,2003,,6905,,6574,,13479
Estonia,EST,2004,,7200,,6630,,13830
Estonia,EST,2005,,7480,,6309,,13789
Estonia,EST,2006,5164,6038,7516,6358,,19912
Estonia,EST,2007,5357,,5927,,6139,12066
Estonia,EST,2008,5178,6754,6141,,6094,18989
Estonia,EST,2009,4898,8609,6183,,5645,20437
Estonia,EST,2010,5003,8500,6223,,5878,20601
Estonia,EST,2011,4806,7834,6200,,5538,19572
Estonia,EST,2012,4750,7669,6431,,5420,19520
Estonia,EST,2013,4669,,6578,,5314,11892
Ethiopia,ETH,1971,,,13514,516,,14030
Ethiopia,ETH,1972,,,15196,568,,15764
Ethiopia,ETH,1973,,,17200,514,,17714
Ethiopia,ETH,1974,,190,18646,434,,19270
Ethiopia,ETH,1975,,,20851,,,20851
Ethiopia,ETH,1976,,,24469,,,24469
Ethiopia,ETH,1977,,,26152,,,26152
Ethiopia,ETH,1978,,,28816,476,,29292
Ethiopia,ETH,1979,,,29079,662,,29741
Ethiopia,ETH,1980,,,30687,1085,,31772
Ethiopia,ETH,1981,,,33322,1051,,34373
Ethiopia,ETH,1982,,,37854,1137,,38991
Ethiopia,ETH,1983,,1125,42347,1269,,44741
Ethiopia,ETH,1984,,,46622,1446,,48068
Ethiopia,ETH,1985,,1345,48178,,,49523
Ethiopia,ETH,1986,,1532,50922,1314,,53768
Ethiopia,ETH,1987,,1622,56684,1359,,59665
Ethiopia,ETH,1988,,1900,58400,1395,,61695
Ethiopia,ETH,1989,,1888,65993,1699,,69580
Ethiopia,ETH,1990,,1918,65450,1717,,69085
Ethiopia,ETH,1991,,2091,68370,1690,,72151
Ethiopia,ETH,1992,,1531,68399,,,69930
Ethiopia,ETH,1993,,1486,69743,,,71229
Ethiopia,ETH,1994,,1638,75736,2215,,79589
Ethiopia,ETH,1995,,1890,83113,1937,,86940
Ethiopia,ETH,1996,,,89189,,,89189
Ethiopia,ETH,1997,,2113,92775,,,94888
Ethiopia,ETH,1998,,2306,109487,,,111793
Ethiopia,ETH,1999,,2487,,2228,,4715
Ethiopia,ETH,2000,35521,2827,86833,2497,,92157
Ethiopia,ETH,2001,,3214,,3232,,6446
Ethiopia,ETH,2002,,3676,,3313,,6989
Ethiopia,ETH,2003,,3716,,4224,,7940
Ethiopia,ETH,2004,,4346,,4803,,9149
Ethiopia,ETH,2005,,4584,,4847,,9431
Ethiopia,ETH,2006,,7271,,,,7271
Ethiopia,ETH,2007,,8017,,,,8017
Ethiopia,ETH,2008,65622,9794,214811,,14340,238945
Ethiopia,ETH,2009,67355,,234215,11800,14532,260547
Ethiopia,ETH,2010,79330,9647,252232,,18330,280209
Ethiopia,ETH,2011,88409,,259636,,24199,283835
Ethiopia,ETH,2012,97149,,270375,,24998,295373
Ethiopia,ETH,2014,,,244788.7344,24252,,269040.7344
Euro area,,1970,,456537.4063,1134115.375,,,1590652.781
Euro area,,1971,,453575.8438,1148791.125,,,1602366.969
Euro area,,1972,,459684.2188,1182525.25,,,1642209.469
Euro area,,1973,,456872.75,1178648.125,,,1635520.875
Euro area,,1974,,462393.7813,1196594.375,,,1658988.156
Euro area,,1975,,463137.7813,1204289.875,,,1667427.656
Euro area,,1976,,468088.9375,1203222.625,,,1671311.563
Euro area,,1977,,471436.5313,1216234.625,,,1687671.156
Euro area,,1978,,463655.7188,1215669,,,1679324.719
Euro area,,1979,,469479.3438,1209258.75,,,1678738.094
Euro area,,1980,,472782.0625,1198544.75,,,1671326.813
Euro area,,1981,,477095.5938,1178186.75,,,1655282.344
Euro area,,1982,,481643.4688,1159974.125,572287.4375,,2213905.031
Euro area,,1983,,489709.2813,1137607.625,581588.75,,2208905.656
Euro area,,1984,,499340.8438,1123820.125,591387.625,,2214548.594
Euro area,,1985,,506948.5625,1129506.5,598350.125,,2234805.188
Euro area,,1986,,512289.9063,1149956.375,605803.8125,,2268050.094
Euro area,,1987,,514077.0938,1143462.625,610725.625,,2268265.344
Euro area,,1988,,517420.5625,1146825.25,622858.8125,,2287104.625
Euro area,,1989,,521642.1875,1141688.75,638747.3125,,2302078.25
Euro area,,1990,,528223.375,1148822.875,647231.8125,,2324278.063
Euro area,,1991,,537870.9375,1173332.875,658055,,2369258.813
Euro area,,1992,1217982.875,535876.1875,1168085.625,679065.4375,1228451.25,3611478.5
Euro area,,1993,1249558.25,539333.9375,1186082.125,713435.875,1262475.5,3701327.438
Euro area,,1994,1260698.25,550097.5,1225696.875,762307.375,1290103.875,3828205.625
Euro area,,1995,1216342.625,537667.25,1196270.625,789031.625,1255614.625,3778584.125
Euro area,,1996,1165675.5,541857.125,1232626.25,761712.1875,1256652.625,3792848.188
Euro area,,1997,1166321.25,551500.75,1236623.375,788894.375,1237563.5,3814582
Euro area,,1998,1177402.625,562723.0625,1231338,777891,1187933.5,3759885.563
Euro area,,1999,1252606.75,589828.0625,1240352.25,762832.625,1121289.875,3714302.813
Euro area,,2000,1303924.5,602598.8125,1270917.875,787568.4375,1138912.125,3799997.25
Euro area,,2001,1336464.125,627495.375,1274938.125,827309.5625,1154710,3884453.063
Euro area,,2002,1339954.875,647052.75,1287118.5,844303.875,1167695.625,3946170.75
Euro area,,2003,1354351.625,677387.9375,1283500.75,903413.75,1168942.25,4033244.688
Euro area,,2004,1354368,675284.6875,1286420.25,936114.9375,1144837,4042656.875
Euro area,,2005,1375917.5,684573.625,1314540.125,955544.4375,1198359.5,4153017.688
Euro area,,2006,1362843.125,704498.4375,1329348.5,977459.5625,1181723.875,4193030.375
Euro area,,2007,1365907.75,718078.3125,1361934.625,977330.75,1178340,4235683.688
Euro area,,2008,1366824.25,732768.375,1371636.75,987289.1875,1151110.625,4242804.938
Euro area,,2009,1354423.75,734582.1875,1379089.5,1009779.625,1126078.25,4249529.563
Euro area,,2010,1348104.25,742019.875,1398200.5,1030083.188,1123612.625,4293916.188
Euro area,,2011,1330112.25,760100.9375,1414910.625,1035587.375,1115195.875,4325794.813
Euro area,,2012,1306557.75,771036.625,1395225,1032234.625,1095146.375,4293642.625
Euro area,,2013,1277766.5,791371.4375,1395078.125,1029002.438,1144772.125,4360224.125
Euro area,,2014,1285511.625,798790.0625,1372911,1028178.063,1125480.875,4325360
Europe & Central Asia,,1980,,1104683.625,908720.3125,,,2013403.938
Europe & Central Asia,,1981,,1054451.25,926996.4375,,,1981447.688
Europe & Central Asia,,1982,,1094006.75,941656.0625,,,2035662.813
Europe & Central Asia,,1983,,1131003.5,951861.25,,,2082864.75
Europe & Central Asia,,1984,,1171995.25,962487.25,,,2134482.5
Europe & Central Asia,,1985,,1237080,976652.375,,,2213732.375
Europe & Central Asia,,1986,,1306481.625,993719.3125,,,2300200.938
Europe & Central Asia,,1987,,1346997.375,1027017.375,,,2374014.75
Europe & Central Asia,,1988,,1391644.625,1057342.25,,,2448986.875
Europe & Central Asia,,1989,,1390146.5,1082620.875,,,2472767.375
Europe & Central Asia,,1990,,1416802.375,1114802.75,,,2531605.125
Europe & Central Asia,,1991,,1449515,1143464.625,840937.5,,3433917.125
Europe & Central Asia,,1992,,1454469.125,1188484.625,832598.5625,,3475552.313
Europe & Central Asia,,1993,,1349274,1227240.5,798139.375,,3374653.875
Europe & Central Asia,,1994,,1276312.625,1252825.75,778372.4375,,3307510.813
Europe & Central Asia,,1995,,1214890.375,1260856.125,809014.625,,3284761.125
Europe & Central Asia,,1996,,1147293,1287610.75,822125.875,,3257029.625
Europe & Central Asia,,1997,,1057946.5,1280840.875,843991.1875,,3182778.563
Europe & Central Asia,,1998,,944309.5625,1254966.625,871136.5625,,3070412.75
Europe & Central Asia,,1999,,868966.6875,1236880,910889.75,,3016736.438
Europe & Central Asia,,2000,,818872.125,1208309.625,992391.8125,,3019573.563
Europe & Central Asia,,2001,,789709.6875,1199293.5,1033597.438,,3022600.625
Europe & Central Asia,,2002,,787489.1875,1193765.75,1083499,,3064753.938
Europe & Central Asia,,2003,,787441.5625,1173653.25,1115762.25,,3076857.063
Europe & Central Asia,,2004,,796347.8125,1240802.5,1150074.75,,3187225.063
Europe & Central Asia,,2005,,799679.375,1184053.125,1191918.125,,3175650.625
Europe & Central Asia,,2006,,815584.625,1166941,1236405.375,,3218931
Europe & Central Asia,,2007,,845617.25,1169542.625,1262989,,3278148.875
Europe & Central Asia,,2008,,893394,1165656,1294134.75,,3353184.75
Europe & Central Asia,,2009,,925500.875,1151066.875,1269432,,3345999.75
Europe & Central Asia,,2010,,964777.5,1145949.625,1256226.125,,3366953.25
Europe & Central Asia,,2011,,992064.5625,1166539.625,1227556.625,,3386160.813
Europe & Central Asia,,2012,,1048137.563,1166679.75,1182401.375,,3397218.688
Europe & Central Asia,,2013,1931633.375,996763.125,1147085.375,1155803.875,1178443.75,4478096.125
Europe & Central Asia,,2014,1895353.875,,1154386,1109037.75,1140145.625,3403569.375
Europe & Central Asia (all income levels),,1970,,,2901643,,,2901643
Europe & Central Asia (all income levels),,1971,,,2894831.5,,,2894831.5
Europe & Central Asia (all income levels),,1972,,,2913776.5,,,2913776.5
Europe & Central Asia (all income levels),,1973,,1489473.75,2908231.5,,,4397705.25
Europe & Central Asia (all income levels),,1974,,1494542,2902165.25,,,4396707.25
Europe & Central Asia (all income levels),,1975,,1532998.5,2894443.75,,,4427442.25
Europe & Central Asia (all income levels),,1976,,1567803.5,2881731.25,,,4449534.75
