Entity,Code,Year,Lower_secondary_education,Pre-primary_education,Primary_education,Tertiary_education_programmes,Upper_secondary_education,Total
Liechtenstein,LIE,2005,274,88,260,,54,402
Liechtenstein,LIE,2006,300,83,268,,52,403
Liechtenstein,LIE,2007,320,94,315,,49,458
Liechtenstein,LIE,2008,275,96,332,,52,480
Liechtenstein,LIE,2009,285,94,328,,54,476
Liechtenstein,LIE,2010,317,97,337,,,434
Liechtenstein,LIE,2011,255,67,257,109,54,487
Liechtenstein,LIE,2012,324,70,266,116,,452
Lithuania,LTU,1981,,14335,6800,11984,,33119
Lithuania,LTU,1986,,18902,6800,10324,,36026
Lithuania,LTU,1989,,22042,9400,11175,,42617
Lithuania,LTU,1990,,22317,10378,11203,,43898
Lithuania,LTU,1991,,22026,11319,11443,,44788
Lithuania,LTU,1992,,18494,12158,11271,,41923
Lithuania,LTU,1993,,14472,12500,10914,,37886
Lithuania,LTU,1994,,11676,12881,11366,,35923
Lithuania,LTU,1995,,11511,13444,11799,,36754
Lithuania,LTU,1996,,11795,13697,12690,,38182
Lithuania,LTU,1997,,11974,14095,13136,,39205
Lithuania,LTU,1998,,12190,14401,,,26591
Lithuania,LTU,1999,,12738,13285,15183,,41206
Lithuania,LTU,2000,,11561,13265,12940,,37766
Lithuania,LTU,2001,,,13265,,,13265
Lithuania,LTU,2002,,11054,12104,13981,,37139
Lithuania,LTU,2003,,11123,11800,13522,,36445
Lithuania,LTU,2004,,11127,11561,13415,,36103
Lithuania,LTU,2005,,11151,11237,13157,,35545
Lithuania,LTU,2006,,11054,11024,13382,,35460
Lithuania,LTU,2007,,12140,10843,15802,,38785
Lithuania,LTU,2008,,12737,10441,14934,,38112
Lithuania,LTU,2009,,12223,10111,14762,,37096
Lithuania,LTU,2010,,12003,9531,14116,,35650
Lithuania,LTU,2011,26048,12008,9312,13926,11933,47179
Lithuania,LTU,2012,25465,12542,8961,13923,11184,46610
Lithuania,LTU,2013,25978,,8642,13633,10352,32627
Lithuania,LTU,2014,24825,,8441,14067,9514,32022
Low & middle income,,1970,,,9832894,,,9832894
Low & middle income,,1971,,,10131974,1408754.5,,11540728.5
Low & middle income,,1972,,,10801491,1468743.125,,12270234.13
Low & middle income,,1973,,1375205.625,11302848,1530678.5,,14208732.13
Low & middle income,,1974,,1388386.625,11778273,1608352.375,,14775012
Low & middle income,,1975,,1464642.125,12269488,1707678.5,,15441808.63
Low & middle income,,1976,,1648122.625,12726956,1755627.625,,16130706.25
Low & middle income,,1977,,1996669.75,13008873,1823235.625,,16828778.38
Low & middle income,,1978,,1915776.375,13191718,1927740.75,,17035235.13
Low & middle income,,1979,,1935946.75,13521877,1973455.375,,17431279.13
Low & middle income,,1980,,2029454.375,14007458,2093253.75,,18130166.13
Low & middle income,,1981,,2141530.75,14460359,2200124.75,,18802014.5
Low & middle income,,1982,,2209078.25,14932355,2237877.5,,19379310.75
Low & middle income,,1983,,2307349,15374158,2343994.5,,20025501.5
Low & middle income,,1984,,2417821,15689273,2434795.5,,20541889.5
Low & middle income,,1985,,2593059.5,15862592,2537779,,20993430.5
Low & middle income,,1986,,2795907.25,16312047,2538642.25,,21646596.5
Low & middle income,,1987,,3042400.5,16296319,2673387,,22012106.5
Low & middle income,,1988,,3209598.75,16659545,2683481.5,,22552625.25
Low & middle income,,1989,,3280388.75,17231098,2734917.5,,23246404.25
Low & middle income,,1990,,3431871.25,17403496,2772791.75,,23608159
Low & middle income,,1991,,3531999.25,17652672,2772730,,23957401.25
Low & middle income,,1992,,3605084.75,17898162,2752040.75,,24255287.5
Low & middle income,,1993,,3607654.25,18250274,2734331.25,,24592259.5
Low & middle income,,1994,10468783,3648622.5,18524686,2844733.5,5798007,30816049
Low & middle income,,1995,10753498,3682015.25,18941094,3013638.5,5820804,31457551.75
Low & middle income,,1996,10966902,3703579.25,19188400,3060528,6109676.5,32062183.75
Low & middle income,,1997,11300515,3730755,19358052,3207481.75,6188358.5,32484647.25
Low & middle income,,1998,11640164,3790250.75,19620340,3343455.75,6245302.5,32999349
Low & middle income,,1999,11351359,3860728.25,19711738,3485257.5,6945517,34003240.75
Low & middle income,,2000,11676223,4077779,19950562,3675799,7016040.5,34720180.5
Low & middle income,,2001,11974942,3951560,20120312,3892725,6677662.5,34642259.5
Low & middle income,,2002,12354377,4026560.5,20353770,4202139.5,6973214.5,35555684.5
Low & middle income,,2003,12411265,4274684.5,20791182,4432166.5,7675266.5,37173299.5
Low & middle income,,2004,12538850,4439285.5,21764672,4834606.5,8021902,39060466
Low & middle income,,2005,12871419,4702108,21670892,5563208.5,8410382,40346590.5
Low & middle income,,2006,13082281,4785512,21834122,5717507.5,8885715,41222856.5
Low & middle income,,2007,13341760,5037946,22195688,6174494.5,9600159,43008287.5
Low & middle income,,2008,13632414,5453873,22418720,6587280.5,10272252,44732125.5
Low & middle income,,2009,13899543,5537247,22821454,6633008,10525337,45517046
Low & middle income,,2010,14019015,5652179,23242042,6960049.5,10911716,46765986.5
Low & middle income,,2011,14059419,6025506,23716570,7351877,11058955,48152908
Low & middle income,,2012,14102829,6481313,24068462,7602584,11493652,49646011
Low & middle income,,2013,14523341,6746543.5,24763496,7628894.5,10422845,49561779
Low & middle income,,2014,14600560,7157740,24901582,8146102,10457560,50662984
Low income,,1970,,,350136,,,350136
Low income,,1971,,,361370.0938,,,361370.0938
Low income,,1972,,,367445.3125,,,367445.3125
Low income,,1973,,,389403.6875,,,389403.6875
Low income,,1974,,,408937.3438,,,408937.3438
Low income,,1975,,,437385.0938,,,437385.0938
Low income,,1976,,,475599.1563,,,475599.1563
Low income,,1977,,,512428.2188,,,512428.2188
Low income,,1978,,,555076.5625,,,555076.5625
Low income,,1979,,,583477,,,583477
Low income,,1980,,,615007.6875,,,615007.6875
Low income,,1981,,,646175.375,,,646175.375
Low income,,1982,,,668095.0625,,,668095.0625
Low income,,1983,,,702583.5625,,,702583.5625
Low income,,1984,,,730909.375,,,730909.375
Low income,,1985,,,744251.0625,,,744251.0625
Low income,,1986,,,771575,,,771575
Low income,,1987,,,767941.6875,,,767941.6875
Low income,,1988,,,784453.4375,,,784453.4375
Low income,,1989,,,803926.6875,,,803926.6875
Low income,,1990,,,807469.4375,116794.0469,,924263.4844
Low income,,1991,,,846860.25,117463.0703,,964323.3203
Low income,,1992,,,872777.25,116260.9141,,989038.1641
Low income,,1993,,,902136.75,111989.2344,,1014125.984
Low income,,1994,,,912426.875,105821.2109,,1018248.086
Low income,,1995,,102127.8359,962905.5625,98223.09375,,1163256.492
Low income,,1996,,108865.9375,994455.5,93761.67188,,1197083.109
Low income,,1997,,115957.8125,1024024.875,90777.33594,,1230760.023
Low income,,1998,297803.25,125617.7734,1074791.5,90315.13281,207335.875,1498060.281
Low income,,1999,313258.5,133773.0313,1116268,90692.86719,217858.5,1558592.398
Low income,,2000,343615.5938,138610.4219,1142742.25,97898.32813,227403.4063,1606654.406
Low income,,2001,348854.4375,142695.6719,1198663.125,106113.2266,254942.1094,1702414.133
Low income,,2002,373423.6875,148836.0156,1264973.5,112949.9375,273425.9063,1800185.359
Low income,,2003,401370.5,156070.4375,1348548,120382.9063,272809.5,1897810.844
Low income,,2004,424711.4063,160183.3281,1456566.5,128847.2031,290110.875,2035707.906
Low income,,2005,460120.0313,164941.1875,1534680.125,136512.9844,309456.5,2145590.797
Low income,,2006,502677.4375,180944.2188,1660945.25,145233.7031,330657.25,2317780.422
Low income,,2007,540885.5625,187497.1094,1747966.875,152486.25,368667.4375,2456617.672
Low income,,2008,583219.6875,199616.25,1863801.375,162145.1094,409100.3125,2634663.047
Low income,,2009,632599.25,211708.3438,1977115.25,174617.6563,457751.4063,2821192.656
Low income,,2010,686648.8125,233289.4531,2096906.625,189325.3438,491602.0313,3011123.453
Low income,,2011,728523.125,247060.3594,2184979.25,197237,544297.625,3173574.234
Low income,,2012,762576.25,298114.5313,2327164.25,205871.0781,587339.875,3418489.734
Low income,,2013,806231.9375,315726.7813,2396515.25,218120.7344,639340.75,3569703.516
Low income,,2014,829175.75,340692.4063,2481274,225753.4688,670322.6875,3718042.563
Lower middle income,,1970,,,3481163,,,3481163
Lower middle income,,1971,,,3574297.75,452742.0938,,4027039.844
Lower middle income,,1972,,,3696859.5,476655.1563,,4173514.656
Lower middle income,,1973,,,3806811.75,506292.3125,,4313104.063
Lower middle income,,1974,,,3895537.75,537936.8125,,4433474.563
Lower middle income,,1975,,,4045207,554412.625,,4599619.625
Lower middle income,,1976,,518623.4063,4122608,563804.4375,,5205035.844
Lower middle income,,1977,,552503.375,4199646.5,578152.5,,5330302.375
Lower middle income,,1978,,608086.3125,4321748.5,602462.3125,,5532297.125
Lower middle income,,1979,,636079.6875,4495905.5,605414.6875,,5737399.875
Lower middle income,,1980,,681245.6875,4649647.5,663476.375,,5994369.563
Lower middle income,,1981,,649486.5625,4856442.5,697521.375,,6203450.438
Lower middle income,,1982,,666951.8125,5085125,688022.25,,6440099.063
Lower middle income,,1983,,702966.6875,5406830,735207.8125,,6845004.5
Lower middle income,,1984,,728659.875,5647512.5,750224.3125,,7126396.688
Lower middle income,,1985,,776758.0625,5795901,757918.5625,,7330577.625
Lower middle income,,1986,,828873.75,5959901.5,774751.375,,7563526.625
Lower middle income,,1987,,875227.75,6048563,820374.8125,,7744165.563
Lower middle income,,1988,,933030,6260029,802106.375,,7995165.375
Lower middle income,,1989,,917377.625,6621523.5,826731.75,,8365632.875
Lower middle income,,1990,,945300,6605611.5,827467.5,,8378379
Lower middle income,,1991,,967596.125,6780014,823882.8125,,8571492.938
Lower middle income,,1992,,987272.1875,6932513,826229.5,,8746014.688
Lower middle income,,1993,3691784,999707.1875,7190434,829009.75,1980488.75,10999639.69
Lower middle income,,1994,3596491.25,1020479,7379089,846614.125,2168820.25,11415002.38
Lower middle income,,1995,3753758,1031371.5,7470662.5,866336.625,2124528.75,11492899.38
Lower middle income,,1996,3745948.25,1050779.625,7598641.5,929779.875,2258674.75,11837875.75
Lower middle income,,1997,3860975.25,1083893.125,7785133,994006.6875,2344389.5,12207422.31
Lower middle income,,1998,3759783.5,1262353.25,7886089.5,1099218.25,2404786.75,12652447.75
Lower middle income,,1999,3656234.25,1353363.25,7978984,1178114.375,2516334.5,13026796.13
Lower middle income,,2000,3774737.5,1565230.875,8049279.5,1240914.125,2633150.5,13488575
Lower middle income,,2001,3946314.75,1424555.625,8135162.5,1276177.125,2650921,13486816.25
Lower middle income,,2002,4101717.75,1559966.375,8289109.5,1362030,2865261.75,14076367.63
Lower middle income,,2003,4245669.5,1625050.25,8639830,1373880.75,3022763,14661524
Lower middle income,,2004,4336380.5,1716935.5,8863079,1570343.375,3122835.5,15273193.38
Lower middle income,,2005,4648878,1823275.75,9018961,1606694.75,3377823.75,15826755.25
Lower middle income,,2006,4860003,1997944.25,9176890,1689128.75,3621376.75,16485339.75
Lower middle income,,2007,5167577,2175675.25,9323533,1867617.625,3838888.25,17205714.13
Lower middle income,,2008,5351455.5,2443151.75,9392376,2028356.375,4251265.5,18115149.63
Lower middle income,,2009,5521230.5,2389134,9713360,2097644.75,4375180,18575318.75
Lower middle income,,2010,5568516,2407499.75,10050997,2268149,4669302,19395947.75
Lower middle income,,2011,5555584.5,2522847.75,10448857,2546564.75,4701914.5,20220184
Lower middle income,,2012,5569133,2627258.5,10663451,2680185.25,4953013,20923907.75
Lower middle income,,2013,5932405,2815640.25,11235014,2726113.25,4012493,20789260.5
Lower middle income,,2014,5946158,2928862.25,11274535,2779464.25,3951789.75,20934651.25
Luxembourg,LUX,1970,,290,1597,,,1887
Luxembourg,LUX,1971,,317,1750,,,2067
Luxembourg,LUX,1972,,339,1723,,,2062
Luxembourg,LUX,1973,,353,1757,135,,2245
Luxembourg,LUX,1974,,372,1857,169,,2398
Luxembourg,LUX,1975,,377,1484,137,,1998
Luxembourg,LUX,1976,,394,1521,137,,2052
Luxembourg,LUX,1977,,395,,163,,558
Luxembourg,LUX,1978,,393,1437,172,,2002
Luxembourg,LUX,1979,,388,1449,168,,2005
Luxembourg,LUX,1980,,405,1795,175,,2375
Luxembourg,LUX,1981,,415,1765,250,,2430
Luxembourg,LUX,1982,,426,1734,236,,2396
Luxembourg,LUX,1983,,413,1685,236,,2334
Luxembourg,LUX,1984,,426,1660,318,,2404
Luxembourg,LUX,1985,,425,,,,425
Luxembourg,LUX,1986,,440,1745,366,,2551
Luxembourg,LUX,1987,,456,1768,,,2224
Luxembourg,LUX,1988,,460,1762,,,2222
Luxembourg,LUX,1989,,468,1790,,,2258
Luxembourg,LUX,1990,,466,1770,,,2236
Luxembourg,LUX,1991,,,1764,,,1764
Luxembourg,LUX,1992,,499,,,,499
Luxembourg,LUX,1994,,491,,,,491
Luxembourg,LUX,1995,,539,,,,539
Luxembourg,LUX,1996,,560,,,,560
Luxembourg,LUX,1997,,584,,,,584
Luxembourg,LUX,1998,,,2280,,,2280
Luxembourg,LUX,2001,,751,2834,,,3585
Luxembourg,LUX,2002,,944,2893,,,3837
Luxembourg,LUX,2003,,1067,2966,,,4033
Luxembourg,LUX,2004,,1089,3002,,,4091
Luxembourg,LUX,2005,,1089,3091,,,4180
Luxembourg,LUX,2006,,1233,3191,,,4424
Luxembourg,LUX,2007,,1227,3218,,,4445
Luxembourg,LUX,2008,,1261,2992,,,4253
Luxembourg,LUX,2010,1883,1410,3786,1004,3124,9324
Luxembourg,LUX,2011,2148,1517,3903,,2860,8280
Luxembourg,LUX,2012,2140,1588,4228,1619,3473,10908
Macao,MAC,1971,,176,886,,,1062
Macao,MAC,1972,,176,812,,,988
Macao,MAC,1974,,117,676,,,793
Macao,MAC,1975,,119,610,,,729
Macao,MAC,1976,,130,753,,,883
Macao,MAC,1977,,189,1196,,,1385
Macao,MAC,1978,,209,829,,,1038
Macao,MAC,1979,,241,801,,,1042
Macao,MAC,1989,,,,594,,594
Macao,MAC,1990,,,,624,,624
Macao,MAC,1991,,,,505,,505
Macao,MAC,1992,,,,594,,594
Macao,MAC,1993,,,,592,,592
Macao,MAC,1994,,,,603,,603
Macao,MAC,1997,,,,694,,694
Macao,MAC,1999,872,545,1505,738,517,3305
Macao,MAC,2000,936,531,1578,835,545,3489
Macao,MAC,2001,1009,494,1613,939,612,3658
Macao,MAC,2002,1040,472,1616,1152,713,3953
Macao,MAC,2003,1040,461,1615,1164,751,3991
Macao,MAC,2004,1139,459,1632,1229,862,4182
Macao,MAC,2005,1136,454,1609,1521,941,4525
Macao,MAC,2006,1125,444,1617,1571,1029,4661
Macao,MAC,2007,1159,477,1618,1725,1051,4871
Macao,MAC,2008,1162,501,1671,1826,1015,5013
Macao,MAC,2009,1202,519,1585,1951,1092,5147
Macao,MAC,2010,1217,570,1577,2052,1138,5337
Macao,MAC,2011,1231,648,1602,1840,1292,5382
Macao,MAC,2012,1158,706,1606,1840,1322,5474
Macao,MAC,2013,1183,765,1622,2123,1404,5914
Macao,MAC,2014,1215,835,1669,2213,1411,6128
Macedonia,MKD,1989,,,,1961,,1961
Macedonia,MKD,1990,,,,2033,,2033
Macedonia,MKD,1991,,,,2117,,2117
Macedonia,MKD,1992,,,,2197,,2197
Macedonia,MKD,1993,,2967,,2273,,5240
Macedonia,MKD,1994,,2938,,2320,,5258
Macedonia,MKD,1995,,3027,,2394,,5421
Macedonia,MKD,1996,,3059,,2493,,5552
Macedonia,MKD,1997,,3073,,2462,,5535
Macedonia,MKD,1998,,3103,5855,,,8958
Macedonia,MKD,1999,7914,3190,5865,2654,5477,17186
Macedonia,MKD,2000,8133,3051,5884,2774,5700,17409
Macedonia,MKD,2001,7964,2962,5729,2737,5607,17035
Macedonia,MKD,2002,7939,2882,5718,2738,5691,17029
Macedonia,MKD,2003,8128,2935,5766,2635,5877,17213
Macedonia,MKD,2004,8344,2934,5681,2627,5916,17158
Macedonia,MKD,2005,8580,2893,5684,2922,5970,17469
Macedonia,MKD,2006,8686,3190,5492,2857,6041,17580
Macedonia,MKD,2007,8831,3277,5519,2774,6354,17924
Macedonia,MKD,2008,9023,2129,6661,3506,6554,18850
Macedonia,MKD,2009,9390,2229,6859,3847,6720,19655
Macedonia,MKD,2010,9513,2339,6949,3464,7024,19776
Macedonia,MKD,2011,,2413,,3861,7246,13520
Macedonia,MKD,2012,10363,2475,7081,3662,7379,20597
Macedonia,MKD,2013,10464,,7060,3430,7514,18004
Madagascar,MDG,1971,,,14424,317,,14741
Madagascar,MDG,1972,,,15553,,,15553
Madagascar,MDG,1973,,,16579,411,,16990
Madagascar,MDG,1974,,,16351,,,16351
Madagascar,MDG,1975,,,18688,,,18688
Madagascar,MDG,1976,,,20134,,,20134
Madagascar,MDG,1977,,,23937,839,,24776
Madagascar,MDG,1978,,,27371,803,,28174
Madagascar,MDG,1979,,,31601,557,,32158
Madagascar,MDG,1980,,,34467,329,,34796
Madagascar,MDG,1981,,,39474,451,,39925
Madagascar,MDG,1982,,,42197,590,,42787
Madagascar,MDG,1983,,,43898,706,,44604
Madagascar,MDG,1984,,,43157,960,,44117
Madagascar,MDG,1985,,,42462,1059,,43521
Madagascar,MDG,1986,,,,773,,773
Madagascar,MDG,1987,,,,884,,884
Madagascar,MDG,1988,,,37439,985,,38424
Madagascar,MDG,1989,,,37894,995,,38889
Madagascar,MDG,1990,,,37932,960,,38892
Madagascar,MDG,1991,,,38933,939,,39872
Madagascar,MDG,1992,,,39637,,,39637
Madagascar,MDG,1993,,,38743,855,,39598
Madagascar,MDG,1994,,,37676,880,,38556
Madagascar,MDG,1995,,,39713,,,39713
Madagascar,MDG,1996,,,44145,965,,45110
Madagascar,MDG,1997,,,,999,,999
Madagascar,MDG,1998,,3260,40591,1274,,45125
Madagascar,MDG,1999,,,42678,1471,,44149
Madagascar,MDG,2000,,,46051,1727,,47778
Madagascar,MDG,2001,,,49413,1410,,50823
Madagascar,MDG,2002,,,50700,1857,,52557
Madagascar,MDG,2003,,,55309,1672,,56981
Madagascar,MDG,2004,,,64270,1560,,65830
Madagascar,MDG,2005,,3606,67137,1763,,72506
Madagascar,MDG,2006,22318,3978,76831,2239,8368,91416
Madagascar,MDG,2007,,4949,78743,3032,,86724
Madagascar,MDG,2008,26204,6089,85257,3527,9139,104012
Madagascar,MDG,2009,32706,6325,90265,4211,10833,111634
Madagascar,MDG,2010,,7075,105673,4494,,117242
Madagascar,MDG,2011,,,99551,4607,,104158
Madagascar,MDG,2012,38564,,102229,4439,12278,118946
Madagascar,MDG,2013,,9294,112734,5091,,127119
Madagascar,MDG,2014,46858,14715,110528,,17764,143007
Malawi,MWI,1973,,,,240,,240
Malawi,MWI,1974,,,,232,,232
Malawi,MWI,1975,,,,259,,259
Malawi,MWI,1976,,,,232,,232
Malawi,MWI,1977,,,,206,,206
Malawi,MWI,1978,,,,200,,200
Malawi,MWI,1979,,,,250,,250
Malawi,MWI,1980,,,,271,,271
Malawi,MWI,1981,,,,256,,256
Malawi,MWI,1982,,,,397,,397
Malawi,MWI,1983,,,,391,,391
Malawi,MWI,1984,,,,326,,326
Malawi,MWI,1985,,,,360,,360
Malawi,MWI,1986,,,,427,,427
Malawi,MWI,1987,,,,406,,406
Malawi,MWI,1989,,,,327,,327
Malawi,MWI,1990,,,,382,,382
Malawi,MWI,1994,,,,447,,447
Malawi,MWI,1995,,,,533,,533
Malawi,MWI,1996,,,,531,,531
Malawi,MWI,1999,,,40836,509,,41345
Malawi,MWI,2000,,,,605,,605
Malawi,MWI,2001,,,,589,,589
Malawi,MWI,2002,,,,597,,597
Malawi,MWI,2003,,,,654,,654
Malawi,MWI,2004,,,,773,,773
Malawi,MWI,2005,,,,771,,771
Malawi,MWI,2006,,,,840,,840
Malawi,MWI,2007,,,37675,861,,38536
Malawi,MWI,2008,,,40787,,,40787
Malawi,MWI,2009,,,40284,,,40284
Malawi,MWI,2010,,,43110,886,,43996
Malawi,MWI,2011,,,46852,897,,47749
Malawi,MWI,2012,,,49775,,,49775
Malawi,MWI,2013,,,57148,,,57148
Malawi,MWI,2014,,,66732,,,66732
Malaysia,MYS,1970,,,54366,,,54366
Malaysia,MYS,1974,,1641,,,,1641
Malaysia,MYS,1975,,,59343,,,59343
Malaysia,MYS,1977,,,61267,,,61267
Malaysia,MYS,1978,,,63636,,,63636
Malaysia,MYS,1979,,,64270,5307,,69577
Malaysia,MYS,1980,,,73664,5541,,79205
Malaysia,MYS,1981,,,77100,,,77100
Malaysia,MYS,1982,,,79796,6100,,85896
Malaysia,MYS,1983,,8018,81664,7014,,96696
Malaysia,MYS,1984,,8745,83760,7431,,99936
Malaysia,MYS,1985,,9056,91424,8213,,108693
Malaysia,MYS,1986,,,,10347,,10347
Malaysia,MYS,1987,,10138,102356,11181,,123675
Malaysia,MYS,1988,,9375,109563,11154,,130092
Malaysia,MYS,1989,,15571,112204,10697,,138472
Malaysia,MYS,1990,,10773,120505,10169,,141447
Malaysia,MYS,1991,,10918,126139,11239,,148296
Malaysia,MYS,1992,,11341,130482,13590,,155413
Malaysia,MYS,1993,,16453,134579,11490,,162522
Malaysia,MYS,1994,,,139343,12247,,151590
Malaysia,MYS,1995,,,140430,14960,,155390
Malaysia,MYS,1996,,16703,147128,,,163831
Malaysia,MYS,1999,75650,21220,142996,,,164216
Malaysia,MYS,2000,73400,20078,154720,29915,46602,251315
Malaysia,MYS,2001,75630,,154233,30346,49941,234520
Malaysia,MYS,2002,77081,25116,159041,34955,52755,271867
